id,name,status,marki,sity,adress,X,Y,telefon,site,time1,time2,pay
S1338,Автоэлектрик!. автомастерская,Независимый,Все марки,Москва,Ореховый бульвар. 26а,37.75676761,55.61420839,,,,,Наличный расчет
S1339,Автоюнит. автосервис,Независимый,Все марки,Москва,Нижние Поля. 23,37.7357406,55.65869099,8-915-169-69-68. (499) 409-57-52,avtounit-marino.ru,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет
S1340,АвтоRitet. автосервис,Независимый,Все марки,Москва,Западный 1-й проезд (Зеленоград). 2 ст1,37.19835386,56.00939872,8-926-076-63-35,,,,Наличный расчет
S1341,Авто1. автосервис,Независимый,Все марки,Москва,Красноярская. вл3,37.83588457,55.81918245,,,,,Наличный расчет
S1342,Авто100п. автосервис,Независимый,Все марки,Москва,Поляны. 6,37.5580702,55.56679018,(495) 711-02-35,www.avto100p.ru,,,Наличный расчет
S1343,Авто+. автосервис,Независимый,Все марки,Мытищи (Мытищинский район),Осташковское шоссе. 1Б,37.67991982,55.89551105,8-926-993-20-03. 8-925-248-75-75,avto-mkad.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. через банк
S1344,Авто-АГ. автосервис,Независимый,Все марки,Москва,Танковый проезд д.4 строение 38 ,37.682134 ,55.755338,(495) 638-52-86,www.avtoag.ru,10:00-21:00,выходной,Наличный расчет. Оплата через банк. через банк
S1345,Авто-Альянс. ООО. автосервис,Независимый,Все марки,Москва,Каширское шоссе. 61 к3а - 2П-15Б павильон,37.71634017,55.61639797,8-909-999-94-61,,,,Наличный расчет
S1346,Авто-Бутик. автосервис,Независимый,Все марки,Москва,Андропова проспект. 8 - цокольный этаж,37.66492576,55.69586127,(495) 234-34-37,abexpress.ru,9:00-21:00,9:00-21:00,Наличный расчет. Visa. MasterCard
S1347,Авто-Вираж 25. автосервис,Независимый,Все марки,Москва,Энтузиастов шоссе. 25,37.73428179,55.75569922,(495) 673-34-98,www.virag-auto.ru,10:00-19:00,выходной,Наличный расчет. Оплата через банк. через банк
S1348,Авто-Вояж. техцентр,Независимый,Все марки,Москва,Нижнелихоборский 3-й проезд. 1а - 1 этаж,37.5580589,55.84773181,(495) 739-00-46,www.avtovoyage.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1349,АВТО-Гид. автосервис,Независимый,Все марки,Москва,Верхние Поля. 36 к2,37.76348799,55.66691758,8-964-725-17-54,,,,Наличный расчет
S1350,Авто-Ди. автосервис,Независимый,Все марки,Малаховка (Люберецкий район),Волгоградская. 2,38.00357835,55.62888586,(495) 509-67-61. 8-901-513-86-63,www.auto-di.ru,9:00-19:30,9:00-19:30,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1351,Авто-Драйв. автотехцентр,Независимый,Все марки,Москва,Днепропетровский проезд. 7,37.62289377,55.61824088,(495) 506-12-97. (495) 925-64-04. (495) 771-55-67,autoservice-drive.ru,10:00-20:00,10:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1352,АВТО-ИГЛ. автосервис,Независимый,Mercedes. BMW. Audi. Seat. Skoda. Volkswagen,Москва,Краснобогатырская. 89 - 1 этаж,37.71384589,55.80081491,(495) 781-71-85,www.auto-eagle.ru,8:30-22:00,8:30-22:00,Наличный расчет. Оплата через банк. через банк
S1353,Авто-Икс. автосервис,Независимый,Ford. Mazda. ВАЗ,Москва,Братеевская. 8 к1,37.75787512,55.63086298,(495) 341-95-74,www.auto-x.mobi,9:00-19:00,9:00-19:00,Наличный расчет
S1354,Авто-Камас. автотехцентр,Независимый,Все марки,Москва,Стартовая. 14,37.68643812,55.88636735,(495) 475-18-93,www.avto-kamas.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1355,Авто-Лион. автотехцентр,Независимый,Peugeot. Citroen. Renault,Москва,Мытищинский проезд. 4 - 1 этаж,37.64502756,55.7954476,(495) 788-17-07 (многоканальный). (495) 616-74-10,www.peugeot-lion.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1356,Авто-Логос. СТО,Независимый,Все марки,Москва,Парковая 3-я. 41а,37.78130924,55.80074604,(499) 163-15-40. (499) 163-22-41. (499) 163-15-60,,,,Наличный расчет. Оплата через банк. через банк
S1357,Авто-Люкс. СТО,Независимый,Все марки,Апрелевка (Наро-Фоминский район),Апрелевская. 65,37.06777339,55.53829254,(49634) 5-04-97,,,,Наличный расчет
S1358,Авто-Миг. автосервис,Независимый,Kia. Hyundai ,Москва,Красноказарменная. 12 ст28,37.69977027,55.75540559,(495) 361-98-37. (495) 361-98-49,auto-texcenter.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1359,Авто-Миг. ООО. автосервис,Независимый,Все марки,Москва,Завода Серп и Молот проезд. 7,37.70936643,55.75154072,8-985-174-50-78. 8-985-286-17-78,auto-texcenter.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1360,Авто-Митино. автотехцентр Северное Тушино,Независимый,Все марки,Москва,Героев Панфиловцев. 26 - 1 этаж,37.40764044,55.85465012,(495) 643-45-48. (495) 762-87-45,www.avto-mitino.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1361,Авто-Митино. автотехцентр Южное Тушино,Независимый,Все марки,Москва,улица Свободы. дом 35. строение 9 ,37.443946 ,55.84261 , +7 (495) 979-40-77 ,www.avto-mitino.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1362,Авто-Митино. автотехцентр Митино,Независимый,Все марки,Москва,Пятницкое шоссе ,37.389167 ,55.835275 ,+7 (495) 744-50-53 ,www.avto-mitino.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1363,Авто-Митино. автотехцентр Ленинградское ш.,Независимый,Все марки,Москва,Ленинградское шоссе. дом 43. строение 4 ,37.477866 ,55.83938 ,+7 (495) 506-89-22 ,www.avto-mitino.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1364,Авто-Мото Ремонт. автосервис,Независимый,Все марки,Москва,6-й микрорайон (Зеленоград). к617а - вход со двора,37.23370653,55.98807801,8-925-529-40-33. 8-926-941-02-01,,,,Наличный расчет
S1365,Авто-Моторс. ООО. автосервис,Независимый,Все марки,Балашиха,Звёздная. 26 - 1 этаж,37.94661325,55.83367484,8-916-143-01-74,www.avto-motors.tiu.ru,9:00-19:00,9:00-19:00,Наличный расчет. Оплата через банк. через банк
S1366,Авто-Набор. автосервис,Независимый,Все марки,Москва,Сосновая аллея (Зеленоград). 17 ст1,37.25239395,55.98160104,(495) 944-76-00. (499) 734-99-33,www.avtonaborservis.ru,9:00-20:00,9:00-18:00,Наличный расчет. Оплата через банк. через банк
S1367,Авто-огна. автосервис,Независимый,Все марки,Москва,Мичуринский проспект (Олимпийская Деревня). 4 к3 - цокольный этаж,37.47062729,55.67532714,(495) 437-45-33. (495) 773-27-43,,,,Наличный расчет. Оплата через банк. через банк
S1368,Авто-Оптима. ООО. автосервис,Независимый,Volvo,Москва,Электролитный проезд. 12Б,37.61486607,55.67068752,(495) 646-16-06,www.volvopart.ru,10:00-21:00,10:00-21:00,Наличный расчет
S1369,Авто-Партнер М. автотехцентр,Независимый,Opel. Skoda. Volkswagen и Renault. ,Москва,Рощинский 4-й проезд. 19 ст4 - 1 этаж,37.6125797,55.70557309,(495) 782-30-46. (495) 782-49-23,autopartner-m.ru,10:00-21:00,10:00-20:00,Наличный расчет. Оплата через банк. через банк
S1370,Авто-Плаза. техцентр,Независимый,Все марки,Химки,Молодёжная. 40а - 1 этаж,37.40350925,55.89567207,(495) 730-80-40,www.avto-plaza.com,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1371,Авто-Планета. автосервис,Независимый,Все марки,Москва,Беломорская. 40,37.48321547,55.86581094,(495) 455-15-55. (495) 517-42-44,www.avtoplaneta.com,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S1372,Авто-Практик. техцентр,Независимый,Все марки,Москва,Ильменский проезд. 4 ст9,37.55041491,55.85983836,(495) 647-01-81. 8-925-355-72-55,auto-practice.ru,9:00-20:00,9:00-20:00,Наличный расчет
S1373,Авто-Пушкино. автосервис,Независимый,Все марки,Пушкино (Пушкинский район),Авиационная. 15 ст3,37.83085431,56.01402432,8-903-167-99-07,,,,Наличный расчет. Оплата через банк. через банк
S1374,Авто-Рекорс. автотехцентр,Независимый,Все марки,Москва,4921-й проезд (Зеленоград). 7 ст2,37.2541168,55.9819629,(499) 735-82-28 (многоканальный). (499) 734-12-89,,,,Наличный расчет
S1375,Авто-Риз. техцентр,Независимый,Все марки,Москва,Декабристов. 47,37.62272502,55.85878952,(495) 995-97-87. (495) 979-59-48,,,,Наличный расчет. Оплата через банк. через банк
S1376,Авто-РТ. техцентр,Независимый, Audi. Skoda. Volkswagen,Москва,Староватутинский проезд. 12 - 1 этаж.  въезд с ул. Енисейская,37.66859834,55.87508894,(495) 925-00-28 (многоканальный). (499) 185-78-10,www.avtort.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1377,Авто-Стоп. автосервис,Независимый,Все марки,Москва,Промышленная. 10,37.63170028,55.63599174,(495) 792-27-77. (499) 929-95-95. (495) 638-53-86,www.avto-stop.com,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1378,Авто-Стофф. автотехцентр,Независимый,Все марки,Москва,Каширское шоссе. 24 ст24,37.64036296,55.65375726,8-903-207-17-17. (495) 971-19-71,,,,Наличный расчет. Оплата через банк. через банк
S1379,Авто-Трейд. автотехцентр,Независимый,Все марки,Жуковский,Луч. 27 - 1 этаж,38.11197183,55.60525701,(495) 556-28-00. (498) 480-24-32,,,,Наличный расчет. Оплата через банк. через банк
S1380,Авто-98. ООО. торгово-сервисный центр,Независимый,Все марки,Москва,6-й микрорайон (Зеленоград). к617а ст3 - вход со двора,37.23385817,55.98823664,8-916-534-38-50 (единая справочная). 8-909-672-61-85,,,,Наличный расчет. Оплата через банк. через банк
S1381,Азимут-авто. техцентр,Независимый,Все марки,Подольск,Гаражный проезд. 20,37.56184676,55.45436789,8-903-210-20-30. (495) 210-00-40. 8-910-000-20-40,azimut-auto.ru,9:00-18:00,10:00-18:00,Наличный расчет. Оплата через банк. через банк
S1382,Азия Сервис. автосервис,Независимый,Все марки,Москва,Бирюсинка. 1/18 ст1 - 1 этаж,37.77814004,55.81814747,,,,,Наличный расчет
S1383,Аида. автотехцентр,Независимый,Mitsubishi. Honda. Toyota. Suzuki,Москва,Кабельная 4-я. 2 к2,37.71590129,55.74183675,,www.suzukirus.ru,9:00-20:00,10:00-20:00,Наличный расчет. Оплата через банк. через банк
S1384,Айастан. автосервис,Независимый,Все марки,Москва,Боженко. 5г - 1 этаж,37.40258467,55.73071611,(495) 417-46-94,www.ayastan.ru,,,Наличный расчет. Оплата через банк. через банк
S1385,АйДжиПи-Сервис. автотехцентр,Независимый,Все марки,Москва,Ермакова Роща. 7а ст1,37.53046376,55.75891028,(495) 234-00-01,igp-tc.ru,8:00-20:00,8:00-20:00,Наличный расчет. Оплата через банк. через банк
S1386,Айрон Партс. автосервис,Независимый,Все марки,Москва,Алтуфьевское шоссе. 31 ст1,37.57992128,55.86143767,8-926-384-62-62,,,,Наличный расчет
S1387,Академ Авто. автотехцентр,Независимый,Все марки,Москва,Прянишникова. 19а ст2 - 1 этаж.  вход с ул. Академический проезд,37.55036356,55.83804651,(499) 976-10-09,www.akauto.ru,9:00-21:00,9:00-21:00,Наличный расчет. Visa. MasterCard. Maestro Card
S1388,АКАДЕМАВТОТРАНС. автотехцентр,Независимый,Все марки,Москва,Вавилова. 21,37.57600734,55.69883682,(499) 135-25-30,,,,Наличный расчет. Оплата через банк. через банк
S1389,Аквафортуна. автосервис,Независимый,Все марки,Москва,Новомосковская. 24,37.61792816,55.81837159,(495) 616-68-01,afortuna.ru,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1390,Акпп-клуб. автосервис,Независимый,Все марки,Москва,Шмитовский проезд. 34,37.52791214,55.75694704,(495) 972-13-02 (единая справочная). (495) 972-13-19,,,,Наличный расчет
S1391,АКРТ. автотехцентр,Независимый,Subaru,Москва,Никулинская. 31,37.44911474,55.66844171,8-916-127-43-54,www.akrt.ru,11:00-20:00,выходной,Наличный расчет
S1392,Аксон. СТО,Независимый,Все марки,Подольск,Высокая. ст100,37.52801005,55.45004139,,,,,Наличный расчет
S1393,АКС. техцентр,Независимый,Все марки,Москва,Вернадского проспект. 78Б,37.4823545,55.66935689,(495) 649-82-25 (многоканальный),www.akcauto.ru,10:00-20:00,10:00-20:00,Наличный расчет. Visa. MasterCard
S1394,АЛАРМ СЕРВИС. ремонтно-установочный центр,Независимый,Все марки,Москва,Большая Академическая. 44,37.54991831,55.8385923,(495) 933-88-33,www.alarm-service.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1395,Алекс авто. автосервис,Независимый,Все марки,Москва,Графский пер. 14Б - 1 этаж.  въезд с торца,37.64190042,55.80274429,(495) 626-71-17,,,,Наличный расчет
S1396,Алекс Моторс. автосервис,Независимый,Все марки,Жуковский,Луч. 22,38.10880522,55.60488206,(495) 556-03-17. (498) 484-27-45. (495) 978-50-16,www.aleks-motors.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1397,Алиан-моторс. автотехцентр,Независимый,Chrysler. Dodge. Jeep. Ford.  Chevrolet. Cadillac. Hummer,Москва,Стартовая. 12 ст3 - 1 этаж,37.68852082,55.89047216,(495) 785-56-67,www.carservice.ru,9:00-21:00,9:00-19:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1398,Алло-Гараж. автосервис,Независимый,Все марки,Москва,Новоостаповская. 6а,37.66841676,55.71929967,(495) 730-91-69 (круглосуточная единая справочная). 8-963-710-52-77,allogarage.ru,,,Наличный расчет. Оплата через банк. Visa. Оплата через Интернет. 
S1399,Алмас. технический центр,Независимый, Audi. Skoda. Volkswagen. Seat,Москва,Полимерная. 8 - 1 этаж,37.80167378,55.7459764,(495) 301-51-35. (495) 730-21-05,almas3000.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. через банк
S1400,Алькор. автотехцентр на Ферганской,Независимый,Mersedes,Москва,Ферганская. 10,37.80612075,55.70856319,(495) 212-23-85,www.alkoravto.ru,10:00-20:00,10:00-20:00,Наличный расчет
S1401,Алькор. автотехцентр на Остаповском,Независимый,Mersedes,Москва,Остаповский проезд. д.4. стоянка №9 ,37.700244 ,55.721787 ,8-495-972-42-06 ,http://www.mb140.ru/,10:00-20:00,10:00-20:00,Наличный расчет
S1402,Алькор. автотехцентр на Шоссейной,Независимый,Mersedes,Москва,Шоссейная улица. д.1а ,37.727427 ,55.705665 ,+7 (495) 255-33-33 ,http://remont-mercedesov.ru/,10:00-21:00,10:00-21:00,Наличный расчет
S1403,Альмирал. автосервис,Независимый,Все марки,Видное (Ленинский район),Северная промзона. вл14,37.74650549,55.56363728,(495) 940-63-96. 8-916-121-39-62,,,,Наличный расчет
S1404,Альпина-Сервис. техцентр,Независимый,BMW. Subaru ,Москва,Малая Ботаническая. 26а,37.58210076,55.83297893,(495) 995-08-92. (495) 619-91-57,www.alpinarium.ru,11:00-23:00,выходной,Наличный расчет
S1405,Альтаир. автосервис,Независимый,Все марки,Москва,Дмитровское шоссе. 71 к5 - 1 этаж,37.55790219,55.85507755,(499) 489-23-54,,,,Наличный расчет. Оплата через банк. через банк
S1406,АЛЬТЕРНАТИВА-АВТОСЕРВИС. ООО,Независимый,Все марки,Юбилейный,Гаражный тупик. 8,37.84801795,55.94293363,(495) 519-93-60,,,,Наличный расчет. Оплата через банк. через банк
S1407,Альтика. автосервис,Независимый,Все марки,Москва,Совхозная. 10а - 1 этаж,37.75477555,55.6704938,(495) 359-02-47,www.altika.ru,,,Наличный расчет
S1408,АЛЬТ-АВТО. специализированный центр,Независимый,Все марки,Москва,Пяловская. 19 - 1 этаж,37.53805281,55.86028198,(495) 741-33-39. 8-915-340-67-20,,,,Наличный расчет. Оплата через банк. через банк
S1409,Альт-Авто. технический центр,Независимый,Chevrolet. Jeep. Ford. Chrysler. Dodge. Cadillac ,Москва,Леснорядская. 13 ст1,37.67858611,55.78153514,(495) 789-83-37. (499) 264-66-89,www.altauto.ru,10:00-20:00,10:00-20:00,Наличный расчет. Оплата через банк. через банк
S1410,Альфа Сервис. СТО,Независимый,Все марки,Москва,Ярославское шоссе. 2е - 1 этаж,37.67299805,55.8471427,(495) 585-54-10. (495) 471-07-43,,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club. Золотая Корона. Maestro Card. Union Card. 
S1411,Альфа Фиат ДМ. автотехцентр,Независимый,Alfa Romeo. Fiat. Lancia ,Москва,Феодосийская. 1 к8 - въезд с ул. Новобутовская,37.57598734,55.56046381,(495) 504-52-25. (495) 772-52-32,www.alfafiatdm.ru,,,Наличный расчет. Оплата через банк. через банк
S1412,АльфаКлуб-М. автотехцентр,Независимый,Alfa Romeo. Fiat. Lancia ,Москва,Зенитчиков. 10,37.34341079,55.83582579,(495) 728-88-61. (495) 741-11-92. (495) 741-11-91,www.alfaclub-m.ru,,,Наличный расчет. Оплата через банк. через банк
S1413,Альфа-Авто. автосервис,Независимый,Все марки,Москва,Большая Семёновская. 10 ст15,37.70149505,55.78226765,(495) 962-16-74,,,,Наличный расчет. Visa. MasterCard. Maestro Card. Union Card
S1414,АЛЬФА-АВТО. техцентр,Независимый,Все марки,Домодедово,Станционная. 5а - 1 этаж,37.77626227,55.44302918,8-915-193-16-26,www.autoalfa.ru,9:00-21:00,9:00-21:00,Наличный расчет. Visa. MasterCard
S1415,Альфа-Моторс. автотехцентр,Независимый,Все марки,Москва,Севанская. 29,37.64324012,55.62260103,(495) 325-32-45,,,,Наличный расчет. Оплата через банк. через банк
S1416,Альфа-Мотор. автосервис. ИП Царицын А.Г.,Независимый,Audi. BMW. Volkswagen. Mercedes ,Москва,Академика Скрябина. 17в,37.79763467,55.70571871,(495) 378-22-15. (495) 379-58-75,alfa-motor.ru,,,Наличный расчет
S1417,Альянс-авто. автотехцентр,Независимый,Все марки,Подольск,Курчатова. 125,37.55011399,55.39240832,8-915-212-55-60,,,,Наличный расчет. Оплата через банк. через банк
S1418,АМГ. автотехцентр,Независимый,Все марки,Апрелевка (Наро-Фоминский район),Апрелевская. 63 - 1 этаж,37.06793269,55.53926156,8-903-207-34-65. (495) 723-03-23,www.amgc.ru,,,Наличный расчет
S1419,АмеригоАвто. техцентр,Независимый,Все марки,Москва,Вернадского проспект. 97 ст3,37.49203033,55.66826755,(495) 508-02-90. (499) 431-75-55. (499) 431-00-57,www.amerigo99.ru,9:00-20:00,10:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1420,Амп моторс. ООО. автосервис,Независимый,Все марки,Москва,Ташкентская. 28,37.80595982,55.69907106,,,,,Наличный расчет
S1421,АМС. ООО. автосервис,Независимый,Все марки,Москва,4807-й проезд (Зеленоград). 2 ст13,37.26262701,55.97851406,8-915-277-07-75. (499) 734-21-72,ams-service.ru,8:00-18:00,выходной,Наличный расчет. Оплата через банк. через банк
S1422,АМТцентр. центр авторемонта и эвакуации автомобилей,Независимый,Все марки,Королёв,Северная. 3 к2,37.80714692,55.93122986,8-916-605-54-31. 8-926-180-88-22. 8-985-233-27-97,www.amtcentre.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club. Золотая Корона. American Express. Maestro Card. Union Card. 
S1423,АМS. автотехцентр,Независимый,Все марки,Москва,Намёткина. 8 ст10,37.54899663,55.66280624,(495) 981-51-93. (495) 782-78-33,,,,Наличный расчет
S1424,Ангар 17. автосервис,Независимый,Все марки,Москва,Амурская. 17,37.7867906,55.8134532,(495) 462-59-89,www.ангар17.рф,,,Наличный расчет. Оплата через банк. через банк
S1425,Ангел. автоклуб,Независимый,Все марки,Москва,Сигнальный проезд. 5 ст1 - 4 этаж,37.57807084,55.84860686,(495) 747-00-22 (круглосуточный). (495) 747-00-20,angelclub.ru,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет. Оплата через банк. Visa. MasterCard. Оплата через Интернет.
S1426,Англия-стиль. специализированный автосервис,Независимый,Jaguar. Land Rover,Москва,Красная Сосна. 14,37.68621698,55.84796389,(495) 5808343. (495) 778-11-56. 8-926-747-47-20,www.jagaland.ru,,,Наличный расчет. Оплата через банк. через банк
S1427,АнКор. автосервис,Независимый,Все марки,Москва,Стекольная 1-я. 7 ст14,37.65850499,55.61066182,(495) 327-93-12,,,,Наличный расчет. Оплата через банк. через банк
S1428,Антикор. автосервис,Независимый,Все марки,Москва,Волоколамское шоссе. 81 к2 ст2,37.41466525,55.82641249,,,,,Наличный расчет
S1429,Антикор-Л. автосервис,Независимый,Все марки,Лобня,Букинское шоссе. 45,37.47369946,56.02209331,8-909-677-49-51,,,,Наличный расчет
S1430,Антриб. автосервис,Независимый,Mersedes,Москва,Дмитровское шоссе. 163 ст2,37.53780276,55.91030013,(499) 922-49-02 (многоканальный),www.antrib.ru,10:00-22:00,10:00-22:00,Наличный расчет
S1431,АН-сервис. СТО,Независимый,Все марки,Москва,Федосьино. 3Б,37.34114833,55.63526297,,,,,Наличный расчет
S1432,АПЕКС. автотехцентр,Независимый,Mersedes.BMW. MINI,Москва,Автозаводская. 20 ст1,37.63747306,55.70630355,(495) 617-08-68 (многоканальный),www.apexcenter.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1433,Апекс-АГ. автоцентр,Независимый,AUDI. Volkswagen. Skoda. Seat ,Москва,Вернадского проспект. 93 к2,37.49717134,55.66786349,(495) 433-81-04. (495) 434-33-40,www.apex-ag.ru,9:00-22:00,9:00-22:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1434,Апекс-м. ООО. сервисная компания,Независимый,Все марки,Москва,Генерала Дорохова. 5 вл2,37.45006349,55.70422109,8-968-628-09-90,apeks-m.ru,,,Наличный расчет
S1435,Аполло Моторс. автосервис,Независимый, Ford. Mazda. Skoda. Volkswagen ,Москва,Генерала Дорохова. 10д,37.43320801,55.70217355,(495) 507-52-57. (495) 507-55-79,apollomotors.ru,10:00-21:00,10:00-21:00,Наличный расчет. Оплата через банк. через банк
S1436,Аргумент-Авто. автотехсервис,Независимый,Все марки,Москва,Кольская. 14,37.64823014,55.86335985,(495) 506-54-93. (495) 500-60-63. (495) 506-71-11,www.automastera.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S1437,Арион Авто. автотехцентр,Независимый,Все марки,Москва,Плеханова. 13,37.76255516,55.75106874,(495) 725-56-95,,,,Наличный расчет
S1438,Армада авто. СТО,Независимый,Audi. Volkswagen. Skoda. Seat. Porsche.  ,Москва,Звёздный бульвар. 17 - 1 этаж,37.62776865,55.81278032,(495) 788-07-59,www.vw-audi.ucoz.ru,9:00-21:00,10:00-20:00,Наличный расчет
S1439,Арсенал. автосервис,Независимый,Все марки,Москва,Силикатный 2-й проезд. 7а к1,37.50434845,55.76878032,(499) 256-20-51,,,,Наличный расчет. Оплата через банк. через банк
S1440,Арсенал. автотехцентр,Независимый,Все марки,Москва,Давыдковская. 9 - 1 этаж,37.47928262,55.7238307,8-925-504-73-65. 8-925-061-73-63,,,,Наличный расчет. Visa. MasterCard
S1441,АртСон. автосервис,Независимый,Все марки,Москва,Дорожная. 3 к2,37.62798494,55.61683396,8-968-418-74-52. (499) 992-71-27,www.artson2013.ru,,,Наличный расчет. Оплата через банк. через банк
S1442,Арт-Моторс. автосервис,Независимый,Все марки,Москва,Мячковский бульвар. 7 к3,37.75428488,55.65546442,(495) 648-43-17,www.artmotors-group.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1443,Арт-эм-сервис. автотехцентр,Независимый,Все марки,Москва,1-й микрорайон (Московский). вл45,37.34275533,55.60082842,(495) 841-83-94,,,,Наличный расчет
S1444,АСервис. техцентр,Независимый,Все марки,Москва,Алтуфьевское шоссе. 81Б,37.58499559,55.88751558,(495) 662-00-28,,,,Наличный расчет. Оплата через банк. через банк
S1445,АСК. автоцентр,Независимый,Все марки,Москва,Староватутинский проезд. 12Б,37.6701882,55.87443622,(499) 185-81-93. (499) 185-79-38,a-sk.ru,9:00-19:00,выходной,Наличный расчет. Оплата через банк. через банк
S1446,АСС. автотехцентр,Независимый,Все марки,Москва,Хуторская 2-я. 38а ст27 - 1 этаж,37.56354852,55.80427377,(495) 787-39-93,,,,Наличный расчет. Visa. MasterCard. Diners Club. Золотая Корона. American Express. Maestro Card. Union Card. JCB. Универсальная Электронная Карта (УЭК)
S1447,Астрагаз-сервис. автотехцентр,Независимый,Mazda. Ford,Москва,Академика Волгина. 33 ст2,37.50808838,55.64153387,(495) 781-61-11. (495) 330-02-88,www.astragaz.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Оплата через Интернет. 
S1448,Ас-Строй. техцентр,Независимый,Все марки,Мытищи (Мытищинский район),Щёлковский 2-й проезд. вл8а - въезд с ул. Академика Каргина,37.78082256,55.9209439,8-903-723-52-68. (495) 723-52-68,to2p.ru,9:00-19:00,9:00-18:00,Наличный расчет. Оплата через банк. через банк
S1449,Атланта Сервис. автосервис,Независимый,Все марки,Москва,Большая Очаковская. 44 - 8 бокс,37.44406234,55.67564363,(495) 500-95-13. 8-925-500-95-13,www.atlantaservices.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1450,Атлант. автосервис,Независимый,Все марки,Москва,Чермянская. 6 ст1,37.6254099,55.88585527,(495) 743-89-00,www.atlant-auto.ru,,,Наличный расчет. Оплата через банк. через банк
S1451,АТМ-Центр на Сухаревке. автоцентр,Независимый,Audi. Volkswagen ,Москва,Грохольский пер. 29,37.64390485,55.77760646,(495) 777-68-00,атм-центр.рф,,,Наличный расчет. Оплата через банк. через банк
S1452,Аугуста-Атанас Христов+. ООО. автосервис,Независимый,Все марки,Москва,Ивана Сусанина. вл1,37.52375096,55.86614281,8-919-766-76-86,,,,Наличный расчет
S1453,Аудитория. техцентр,Независимый,Все марки,Москва,Монтажная. 4Б,37.7661245,55.81891138,8-926-464-55-55. (495) 626-26-56,,,,Наличный расчет. Оплата через банк. через банк
S1454,Аэропорт. автосервис,Независимый,Hyundai. Kia. Toyota. Honda,Москва,Черняховского. 19,37.53946715,55.80855883,(499) 152-38-22. 8-962-997-53-17,www.aeroporter.ru,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет. Оплата через банк. через банк
S1455,А2. автосервис,Независимый,Все марки,Москва,Грайвороновская. 6 ст3,37.72857588,55.71833131,(495) 799-84-79,,,,Наличный расчет
S1456,А-7. автосервис,Независимый,Все марки,Москва,Марьиной Рощи 14-й проезд. 1а ст3,37.61788646,55.80619781,(495) 618-09-40,,,,Наличный расчет. Оплата через банк. через банк
S1457,А.С. Моторс. ООО. автосервис,Независимый,Все марки,Москва,Курганская. 1,37.80647244,55.82698799,(495) 466-95-38,,,,Наличный расчет
S1458,А.С.центр. автотехцентр,Независимый,Все марки,Лесные Поляны (Пушкинский район),Центральная. 7,37.86696284,55.95816973,8-910-404-55-88,,,,Наличный расчет. Оплата через банк. через банк
